,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
193,82700,After Earth,After Earth,,en,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.","Danger is real, fear is a choice",42.840582,2013/5/30,100,Released,2532,5,130000000,243843127
362,257344,Pixels,Pixels,http://www.pixels-movie.com/,en,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,Game On.,140.849495,2015/7/16,105,Released,2513,5.6,88000000,243637091
304,184315,Hercules,Hercules,,en,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.","Before he was a legend, he was a man.",76.842247,2014/7/23,99,Released,1680,5.6,100000000,243400000
1478,881,A Few Good Men,A Few Good Men,http://www.sonypictures.com/movies/afewgoodmen/,en,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",,40.379966,1992/12/11,138,Released,877,7.1,40000000,243240178
347,22794,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,http://www.cloudywithachanceofmeatballs.com/,en,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",Prepare to get served.,46.781182,2009/9/17,90,Released,1747,6.5,100000000,242988466
916,274167,Daddy's Home,Daddy's Home,http://daddyshomemovie.tumblr.com/,en,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",Choose your Daddy,38.616744,2015/12/25,96,Released,854,5.8,50000000,242786137
224,97020,RoboCop,RoboCop,http://www.robocop.com,en,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy �?a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit �?is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",We've got the future under control.,66.757869,2014/1/30,102,Released,2342,5.7,120000000,242688965
286,9268,Eraser,Eraser,http://www.warnerbros.com/eraser,en,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",He will erase your past to protect your future.,24.507987,1996/6/21,115,Released,543,5.6,100000000,242295562
657,71679,Resident Evil: Retribution,Resident Evil: Retribution,http://www.residentevil-movie.com/site/,en,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",The Ultimate Battle Begins,6.227675,2012/9/12,95,Released,1600,5.6,65000000,240159255
573,1573,Die Hard 2,Die Hard 2,,en,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",Die Harder,57.69847,1990/7/2,124,Released,1896,6.6,70000000,240031094
2669,9396,Crocodile Dundee II,Crocodile Dundee II,,en,Australian outback expert protects his New York love from gangsters who've followed her down under.,The world's favourite adventurer is back for more! much more!,15.474831,1988/5/19,110,Released,303,5.5,0,239606210
210,415,Batman & Robin,Batman & Robin,,en,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",Strength. Courage. Honor. And loyalty.,50.073575,1997/6/20,125,Released,1418,4.2,125000000,238207122
416,9339,Click,Click,,en,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,What If You Had A Remote... That Controlled Your Universe?,41.176631,2006/6/22,107,Released,2104,6,82500000,237681299
251,38745,Gulliver's Travels,Gulliver's Travels,,en,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",Something big is going down.,22.845143,2010/12/25,85,Released,621,4.9,112000000,237382724
273,9679,Gone in Sixty Seconds,Gone in Sixty Seconds,,en,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.","Ice Cold, Hot Wired.",52.995628,2000/6/9,118,Released,1485,6.1,90000000,237202299
500,584,2 Fast 2 Furious,2 Fast 2 Furious,,en,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",How Fast Do You Want It?,10.520961,2003/6/5,107,Released,2028,6.2,76000000,236350661
363,644,A.I. Artificial Intelligence,A.I. Artificial Intelligence,,en,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.","David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",34.035114,2001/6/29,146,Released,1974,6.8,100000000,235926552
2453,207,Dead Poets Society,Dead Poets Society,,en,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",He was their inspiration. He made their lives extraordinary.,55.458584,1989/6/2,129,Released,2705,8.1,16400000,235860116
